date,reps,sets,weightVolume,Benchpress close grip,Benchpress wide grip,Benchpress,Dumbell incline press 30 degrees,Dips,Seated rows machine,Ab crunches machine,Side ab crunches,Squats,Side ab crunches machine,Tricep pulldowns rope,Shoulder press machine,Chest press machine,Lat pulldowns,Bicep curls bar,Leg curls machine,Calf raises smith machine,Leg extensions machine,Overhead barbell press,Lateral raise dumbbells,Shoulder press dumbbells,Bicep curls dumbbells,Concentration curls,Wrist curls,Reverse wrist curls,Hammer curls,Face pulls,Barbell rows,Dumbbell rows,Pullups,Lateral raise cable,Shrugs dumbbells,Tricep pushdowns handle,Beinpress maskin,Pulldowns small grip,Y-raises rear delt,abdominal,Pulldowns behind back,Deadlift,Seated rows v-grip,Lower back,Strikk inn og ut skulder,skråbenk smith,One arm cable row,One arm barbell row,Chin ups,sissy squats,hip thrusts,magehjul,Reverse bicep curls bar,Calf raises,T-bar rows,Leg press,Calf raises machine,Front shoulder raises
2024-02-19 21:38:26,17.0,2.0,1513.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-30 08:13:00,195.0,17.0,5640.0,0,0,77.63,0,0,0,0,0,0,0,16.59,0,0,88.49,0,0,0,0,0,5.58,0,16.17,0,0,0,12.94,0,0,0,0,0,0,0,0,0,0,0,61.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-15 20:11:00,262.0,24.0,9575.0,0,0,64.69,0,0,92.92,0,0,0,0,20.25,53.09,0,0,32.35,0,0,0,0,12.94,0,0,0,0,0,12.35,0,0,0,0,0,0,0,0,0,0,0,0,70.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-25 20:18:00,144.0,9.0,6840.0,0,0,0,0,0,83.72,0,0,0,0,0,60.21,0,0,0,0,0,79.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-02 20:23:00,212.0,17.0,5472.5,0,0,65.25,0,0,0,0,0,0,0,19.41,60.21,0,0,27.96,0,0,0,0,5.58,0,12.35,0,0,0,12.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-03 20:25:00,175.0,13.0,10200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.63,0,55.81,0,83.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.67,77.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-05 20:29:00,271.0,22.0,10179.5,0,0,0,0,0,0,66.37,0,0,0,24.42,55.81,0,0,0,0,25.88,0,0,7.53,0,14.71,0,0,0,0,0,0,0,107.1,0,0,0,0,0,0,104.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-07 20:34:00,121.0,12.0,6775.0,0,0,0,0,0,0,0,0,61.74,0,0,0,0,0,0,64.69,0,77.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.45,34.88,0,0,0,0,0,0,0
2023-05-10 20:36:00,207.0,17.0,5972.5,0,0,64.69,0,0,0,0,0,0,0,20.25,59.73,0,0,25.88,0,0,0,0,6.98,0,0,0,0,0,15.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-13 20:39:00,165.0,15.0,9290.0,0,0,0,0,0,92.14,0,0,0,0,0,0,0,74.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.81,61.74,79.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-26 20:41:00,159.0,13.0,7252.5,0,0,78.28,0,0,0,0,0,0,0,19.41,0,0,0,0,64.69,0,83.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 20:43:00,184.0,18.0,7845.0,0,0,0,0,105.92,0,0,0,0,0,0,0,0,83.72,28.7,0,0,0,0,6.98,0,10.54,0,0,0,12.06,0,0,0,0,0,0,0,0,0,0,0,64.69,0,79.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-31 20:46:00,201.0,19.0,11845.0,0,0,0,0,105.92,0,97.04,0,0,53.09,19.41,50.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.61,0,0,0,0,0,0,0,0,0,0,0,105.92,0,0,0,0,0,0
2023-06-02 20:49:00,231.0,19.0,12267.5,0,0,0,0,97.87,0,0,0,74.09,0,0,0,0,0,0,66.37,0,79.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.69,0,17.44,119.46,0,0,0,0
2023-06-08 20:52:00,186.0,16.0,5919.0,0,0,74.09,0,0,64.69,0,0,0,0,0,0,0,67.91,0,0,0,0,0,5.85,12.94,0,0,0,0,0,0,38.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.93,0,0,0,0,0
2023-06-12 20:57:00,201.0,18.0,8062.5,0,0,74.09,0,0,0,0,0,0,0,18.52,0,0,77.63,0,0,0,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.77,0,0,0
2023-06-13 21:00:00,207.0,20.0,10616.0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.63,26.55,64.69,0,0,0,0,0,0,0,0,0,15.53,0,0,0,0,0,0,0,0,0,0,0,0,0,51.76,0,0,0,0,0,0,0,0,0,0,51.76,0,132.74,51.76,0
2023-06-16 21:04:00,247.5,21.0,7402.0,0,0,83.72,0,103.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.11,15.53,0,0,0,15.53,27.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.63,0,0,0,0,0,0,0,0,0,0,0,7.53
2023-06-19 21:06:00,196.0,17.0,10238.0,0,0,78.25,12.35,108.52,0,0,0,0,0,0,0,0,86.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.81,0,0,0,0,0,0,0,0,0,0,0,0,0,75.27,0,0,0
2023-06-20 21:09:00,173.0,15.0,9220.0,0,0,0,0,0,0,0,0,75.85,0,0,0,0,0,0,66.37,13.95,77.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.27,0,0
2023-06-26 21:12:00,173.0,15.0,4419.5,0,0,0,0,0,0,0,0,0,0,28.44,0,0,0,0,0,0,0,0,12.36,26.08,17.29,0,0,0,18.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-28 21:15:00,160.0,13.0,8975.0,0,0,84.41,0,0,0,0,0,0,0,0,0,0,97.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.64,0,0,0,0,0,0,0,0,0,0,0,0,0,77.43,0,0,0
2023-06-30 21:17:00,171.0,16.0,8230.0,0,0,0,0,0,0,0,0,84.41,0,0,0,0,0,0,73.0,39.82,77.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.77,0,0,0,0,0,0,0
2023-07-03 21:19:00,196.5,21.0,5904.0,0,0,83.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.22,12.94,0,17.29,0,0,0,18.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.41,0,0,0,0,0
2023-07-10 21:22:00,195.5,16.0,7986.0,0,0,78.97,24.09,0,0,0,0,0,0,0,0,0,101.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.64,0,0,0
2023-07-12 21:24:00,202.0,16.0,11020.0,0,0,0,0,0,0,0,0,86.44,0,0,0,0,0,0,80.26,43.85,90.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.78,0,0,0,0,0,0,0
2023-07-14 21:26:00,215.0,19.0,5902.0,0,0,0,0,0,0,0,0,0,0,25.88,0,0,0,0,0,0,0,47.4,13.27,22.33,17.7,0,0,0,18.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-17 21:32:00,239.5,17.0,11817.0,0,0,83.39,25.12,0,64.69,0,0,0,0,0,0,0,99.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.21,0,0,0
2023-07-19 21:35:00,146.0,12.0,7200.0,0,0,0,0,0,0,0,0,98.78,0,0,0,0,0,0,84.1,29.23,91.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-21 21:37:00,177.0,16.0,5005.0,0,0,0,0,0,0,0,0,0,0,30.38,0,0,0,39.82,0,0,0,48.94,12.56,26.08,20.7,0,0,0,21.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-24 21:40:00,183.0,16.0,9365.0,0,0,91.83,29.2,113.77,0,0,0,0,0,0,0,0,103.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.65,0,0,0
2023-07-28 21:42:00,177.5,17.0,4935.5,0,0,0,0,0,0,0,0,0,0,32.9,0,0,0,0,0,0,0,49.39,9.77,25.88,19.56,0,0,0,19.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.08,0,0,0,0,0
2023-07-31 21:46:00,159.0,14.0,9766.0,0,0,82.38,29.71,0,0,0,0,0,0,0,0,0,96.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.12,0,0,0,0,0,0,0,0,0,0,0,90.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-02 21:48:00,134.5,14.0,7162.5,0,0,0,0,0,0,0,0,94.15,0,0,0,0,0,0,75.85,25.88,93.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.26,0,0,0,0,0,0,0
2024-03-04 17:32:00,126.5,14.0,6357.5,0,0,91.83,0,0,103.51,0,0,77.63,0,0,0,0,98.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-24 16:02:00,104.0,11.0,6050.0,0,0,87.0,33.16,0,0,0,0,94.15,0,0,0,0,114.78,0,0,0,0,0,0,0,0,0,0,0,0,34.88,0,41.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-18 16:05:00,239.0,20.0,5757.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.63,12.15,28.44,22.12,0,9.03,8.1,22.12,35.99,0,0,0,0,0,33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-16 16:09:00,143.0,13.0,7875.0,0,0,0,0,0,0,0,0,94.15,0,0,0,0,0,0,77.63,0,123.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.79,0,0,0,0
2023-08-14 16:10:00,148.0,14.0,7824.0,0,0,87.0,32.35,0,0,0,0,0,0,0,0,0,96.46,0,0,0,0,0,0,0,0,0,12.04,10.98,0,0,0,41.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-11 16:13:00,263.5,22.0,5614.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.61,11.95,26.48,21.61,0,7.53,6.64,22.64,27.46,0,0,0,0,0,30.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04
2023-08-09 16:18:00,113.0,11.0,5270.0,0,0,0,0,0,0,0,0,94.15,0,0,0,0,0,0,77.63,0,104.96,0,0,0,0,0,0,0,0,0,0,0,97.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.35,0,0,0,0
2023-08-04 16:20:00,235.0,20.0,4684.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.17,9.92,25.88,19.41,0,6.02,5.31,20.93,0,0,0,0,0,0,26.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.03
2023-08-06 22:00:00,146.5,18.0,9715.0,0,0,85.42,31.6,0,0,0,0,0,0,0,0,101.46,100.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.44,103.3,0,32.35,0,0,0,0,0,0,0,0,103.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-08 18:55:52,65.0,8.0,4327.0,0,0,0,0,0,0,0,0,94.15,0,0,0,0,92.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-10 13:12:00,106.5,13.0,6774.0,0,0,90.65,33.64,111.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
