date,reps,sets,weightVolume,Benchpress close grip,Benchpress wide grip,Benchpress,Dumbell incline press 30 degrees,Dips,Seated rows machine,Ab crunches machine,Side ab crunches,Squats,Side ab crunches machine,Tricep pulldowns rope,Shoulder press machine,Chest press machine,Lat pulldowns,Bicep curls bar,Leg curls machine,Calf raises smith machine,Leg extensions machine,Overhead barbell press,Lateral raise dumbbells,Shoulder press dumbbells,Bicep curls dumbbells,Concentration curls,Wrist curls,Reverse wrist curls,Hammer curls,Face pulls,Barbell rows,Dumbbell rows,Pullups,Lateral raise cable,Shrugs dumbbells,Tricep pushdowns handle,Beinpress maskin,Pulldowns small grip,Y-raises rear delt,abdominal,Pulldowns behind back,Deadlift,Seated rows v-grip,Lower back,Strikk inn og ut skulder,skråbenk smith,One arm cable row,One arm barbell row,Chin ups,sissy squats,hip thrusts,magehjul,Reverse bicep curls bar,Calf raises,T-bar rows,Leg press,Calf raises machine,Front shoulder raises
2023-01-27 23:02:00,126.0,15.0,7700.0,0,0,0,0,0,0,0,0,0,35.31,0,0,0,0,0,51.76,0,77.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.76,0,0,51.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-29 23:06:00,235.0,20.0,9465.0,0,0,0,0,0,79.64,0,0,0,53.09,19.41,66.37,0,0,0,0,0,0,0,0,0,15.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-01 23:10:00,90.0,9.0,2025.0,0,0,0,0,0,0,0,0,0,0,25.88,0,0,0,0,0,0,0,0,0,16.59,15.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-30 16:45:00,100.75,10.0,5925.0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.63,0,0,0,0,0,0,0,0,0,0,0,0,0,96.46,33.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-04 23:22:00,181.0,23.0,7250.0,0,0,61.74,0,0,66.37,0,0,0,0,22.96,0,0,82.38,0,0,0,0,0,0,19.41,15.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-28 17:17:06,225.5,22.0,6908.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.81,0,33.16,22.36,0,0,0,22.96,38.37,0,0,0,9.7,0,37.92,0,0,21.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-30 19:38:05,83.0,13.0,6473.0,0,0,101.26,33.16,109.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-02 18:33:28,153.5,16.0,4505.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.23,0,32.35,22.06,0,0,0,22.36,0,0,0,0,6.47,0,37.92,0,0,19.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-07 18:27:00,110.0,11.0,2250.0,0,0,0,0,0,0,0,0,0,0,19.41,0,0,0,0,0,0,0,0,0,16.59,15.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-09 18:29:00,159.0,18.0,6097.5,0,0,66.37,0,0,0,0,0,0,0,16.59,0,0,86.44,0,0,0,0,0,0,19.41,14.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-06 18:34:00,98.0,14.0,6965.0,0,0,94.88,34.43,0,0,0,0,77.63,0,0,0,0,111.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-09 21:27:00,163.0,19.0,5417.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.96,0,32.35,22.96,0,0,0,23.54,0,0,0,0,7.72,0,37.92,0,0,20.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-10 18:40:00,23.5,8.0,1570.0,0,0,103.99,34.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-14 14:05:00,293.0,27.0,15062.5,0,0,61.74,0,0,83.72,0,0,0,51.76,20.25,52.69,0,0,0,0,0,79.64,0,0,0,12.94,0,0,0,0,0,0,0,0,0,0,0,148.18,0,0,67.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-16 14:55:00,281.0,26.0,16100.0,0,0,0,0,0,83.72,0,0,0,51.76,0,55.81,74.09,0,0,64.69,0,83.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-18 15:00:00,150.0,17.0,6455.0,0,0,66.37,0,0,0,0,0,0,0,18.52,0,0,64.69,25.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-22 15:05:00,221.0,23.0,12510.0,0,0,77.63,0,0,92.92,0,0,0,0,0,0,0,86.44,0,58.23,0,90.57,0,0,0,15.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-25 15:09:00,238.5,20.0,13820.0,0,0,64.69,0,0,87.7,0,0,0,51.76,0,55.81,0,0,0,64.69,0,83.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-01 15:12:00,202.0,21.0,12660.0,0,0,0,0,0,92.92,0,0,0,55.57,0,53.09,68.87,0,0,64.69,0,86.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-05 15:19:00,309.0,23.0,12785.0,0,0,63.21,0,0,0,0,0,0,0,15.05,0,0,0,26.55,69.77,0,83.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-14 22:04:00,236.0,21.0,14265.0,0,0,70.61,0,0,92.92,0,0,0,51.76,0,51.76,0,0,0,59.73,0,79.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-17 22:09:00,256.0,23.0,6364.5,0,0,0,0,0,0,0,0,0,0,17.44,0,0,0,26.08,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.09,57.39,62.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-21 22:17:00,156.0,13.0,11135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.69,0,83.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.52,0,0,104.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-14 20:14:12,113.5,13.0,8395.0,0,0,98.8,35.54,0,0,0,0,0,0,0,0,0,111.13,0,0,0,0,0,0,0,0,0,0,0,0,0,97.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-23 22:36:00,226.0,26.0,5794.5,0,0,69.77,0,0,0,0,0,0,0,15.05,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,103.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-24 02:03:00,200.0,18.0,10820.0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.55,0,0,0,0,0,0,0,12.35,0,0,0,12.94,0,0,0,0,0,0,0,0,0,0,0,77.63,70.61,69.77,97.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-26 10:08:00,248.0,20.0,10405.0,0,0,74.09,0,0,0,0,0,0,0,27.0,0,0,0,35.44,0,64.69,97.67,0,6.98,0,14.35,0,0,0,14.35,0,0,0,0,0,0,0,0,0,0,100.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-16 18:42:40,124.8,16.0,4220.5,0,0,0,0,0,0,0,0,0,0,35.31,0,0,0,0,0,0,0,54.26,0,30.14,21.0,0,0,0,22.12,0,0,0,0,6.64,0,39.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-23 19:13:00,153.75,18.0,5156.5,0,0,0,0,0,0,0,0,0,0,43.18,0,0,0,0,0,0,0,58.84,0,34.57,22.36,0,0,0,23.54,0,0,0,0,9.7,0,41.08,0,0,21.6,0,0,0,0,0,6.47,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-25 17:44:36,78.7,12.0,5227.5,0,0,97.82,36.61,108.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.41,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-26 16:39:31,113.75,12.0,8760.25,0,0,0,0,0,0,0,0,0,0,0,0,0,86.44,0,0,0,0,0,0,0,0,0,0,0,0,0,104.34,51.76,115.79,0,0,0,0,88.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01 20:26:01,140.0,13.0,8830.0,0,0,0,0,0,0,0,0,91.83,0,0,0,0,0,0,77.63,99.23,104.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-03 19:20:28,78.8,10.0,5552.0,0,0,100.64,36.17,116.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-05 20:30:57,118.5,11.0,9185.5,0,0,0,0,0,0,0,0,0,0,0,0,0,92.61,0,0,0,0,0,0,0,0,0,0,0,0,0,112.83,55.75,0,0,0,0,0,84.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-13 20:46:35,133.0,15.0,4574.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.09,0,30.87,22.96,0,0,0,23.54,0,0,0,0,9.26,0,42.05,0,0,22.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-17 18:12:07,101.0,13.0,6340.0,0,0,100.64,36.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.72,0,111.13,0,0,0,0,0,0,0,0,0,0,0,0,0,30.87,38.82,0,0,0,0,0,0,0,0,0,0
2024-01-19 21:00:09,143.5,14.0,10179.5,0,0,0,0,0,0,0,0,115.82,0,0,0,0,0,0,67.91,87.7,126.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.24,0,0,0,0,0,0,0,0,0
2023-04-06 13:01:00,184.0,14.0,5355.0,0,0,51.76,0,0,0,0,0,0,0,28.22,0,0,90.57,26.55,0,0,0,0,0,16.17,16.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.16,51.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-31 19:04:00,76.0,13.0,5393.5,0,0,97.87,36.17,113.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-01 20:59:00,72.0,6.0,5230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.13,48.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-05 22:55:16,52.0,6.0,2097.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.35,22.96,0,0,0,0,0,0,0,0,0,0,41.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-18 18:06:13,106.5,11.0,5297.5,0,0,90.57,32.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
